1.0048,1185.6,49.088,81.195,15.604,1
2.001,1191.9,51.002,79.396,15.763,1
2.0127,1214.2,49.906,79.14,16.022,2
3.0039,1181.6,49.555,79.239,13.823,1
3.0121,1199.8,48.474,82.428,13.219,3
4.0086,1202.7,52.658,81.922,14.847,1
4.0138,1188.6,49.061,78.06,15.308,2
5.0004,1195.1,50.689,78.513,15.25,1
6.0052,1200.1,47.487,78.867,15.206,1
6.0093,1212,48.699,79.533,14.002,2
6.0099,1193.1,49.878,80.788,15.053,3
7.0005,1195,51.08,79.561,12.495,1
8.002,1187.9,49.107,78.982,15.057,1
8.0055,1206.6,51.117,80.158,14.19,2
9.0075,1209.1,50.004,79.544,15.172,1
9.0121,1208.1,48.949,80.51,14.652,3
10.01,1216.6,51.336,80.411,17.551,1
10.006,1205.5,47.568,78.015,13.666,2
11.007,1216.1,50.848,79.858,13.254,1
12.005,1180.1,48.058,78.791,15.128,1
12.012,1212.8,52.778,78.202,15.762,2
12.014,1216.6,49.345,81.934,13.621,3
13.005,1202.2,51.318,80.25,12.835,1
14.003,1193.7,47.513,79.814,14.155,1
14.011,1217.4,51.363,79.013,14.453,2
15.003,1206,50.837,78.085,14.683,1
15.012,1196.5,50.061,80.359,16.512,3
16.003,1196.5,50.532,80.288,15.724,1
16.011,1206.2,49.906,78.39,16.962,2
17.006,1194,50.071,78.597,15.196,1
18.007,1202.1,50.091,80.154,14.852,1
18.001,1192.6,50.017,81.26,15.82,2
18.008,1192.7,49.485,81.628,14.957,3
19.001,1204.4,50.599,80.4,15.097,1
20.003,1187.6,50.272,79.945,13.629,1
20.003,1189.8,49.339,79.562,13.461,2
21,1203.3,49.347,79.46,15.212,1
21.02,1183.4,48.519,78.7,17.16,3
22.01,1215.5,49.106,80.627,17.674,1
22.002,1197.4,50.213,79.536,13.926,2
23.001,1214.8,50.205,79.042,14.318,1
24.003,1201.5,50.008,79.136,14.097,1
24.007,1186.9,52.463,79.706,13.851,2
24.009,1203.4,51.348,79.048,14.382,3
25.001,1193.9,49.28,79.356,14.978,1
26.007,1175.6,47.998,79.506,13.309,1
26.011,1201.6,48.186,80.428,15.839,2
27.006,1220.5,49.677,81.068,15.449,1
27.015,1186.5,52.479,80.524,15.666,3
28.009,1188,52.625,79.06,14.944,1
28.003,1206.4,50.197,81.128,13.435,2
29.007,1192.7,49.147,80.613,16.584,1
30.002,1205.8,50.486,78.004,13.538,1
30.006,1217,50.137,81.379,15.312,2
30.012,1186,49.969,78.78,14.269,3
31.009,1207.2,51.304,78.905,15.341,1
32.003,1199.8,49.05,79.741,15.153,1
32.005,1197.7,49.064,79.434,15.16,2
33.003,1200.4,51.728,81.798,13.398,1
33.001,1203.5,47.02,79.619,14.862,3
34.002,1212,49.985,80.4,17.003,1
34.012,1194.1,52.204,79.914,15.463,2
35,1222.6,49.545,79.854,14.715,1
36.004,1219.7,49.831,80.406,15.934,1
36.005,1179.6,51.63,79.073,13.546,2
36,1213.1,50.552,80.444,14.343,3
37.002,1193.5,50.703,79.78,14.428,1
38.008,1211.2,50.928,80.121,16.863,1
38.002,1189.2,50.054,80.736,15.53,2
39.005,1190.8,50.966,81.028,13.947,1
39.022,1186.9,49.716,79.327,15.521,3
40.009,1204.3,48.427,81.552,14.86,1
40.007,1197.1,49.594,80.04,16.925,2
41.006,1195.8,50.385,79.247,15.16,1
42.003,1198.1,48.008,80.703,16.629,1
42,1212.2,51.085,80.072,14.049,2
42.017,1194.1,49.421,79.18,15.404,3
43.003,1197.3,50.7,79.906,16.739,1
44.005,1220,51.04,79.258,13.346,1
44.011,1190,48.64,83.06,13.388,2
45.003,1206.8,50.835,77.953,16.489,1
45.022,1194.3,50.027,80.537,13.865,3
46.006,1189.4,52.539,80.242,16.377,1
46.01,1184,50.29,78.374,14.463,2
